inner_id,outer_fold,library_run,query_run,k,beta,late_q,mode,stage,num_points,wear_min_um,wear_max_um,mae_um,rmse_um,mean_residual_um,underest_ratio
fold1:c4->c1,fold1,c4,c1,3,,0.0,delta-knn-only@k3,late,73,134.55799865722656,172.6868438720703,6.959488391876221,7.241790771484375,6.959488391876221,0.0
fold1:c4->c1,fold1,c4,c1,3,0.3,0.0,delta-blend@k3_b03,early,73,94.5686264038086,109.89444732666016,1.1657629013061523,1.2648001909255981,-0.16190160810947418,0.6027397260273972
fold1:c4->c1,fold1,c4,c1,3,0.3,0.0,delta-blend@k3_b03,mid,73,110.37812042236328,134.4010467529297,1.9976718425750732,2.002225160598755,1.9976718425750732,0.0
fold1:c4->c1,fold1,c4,c1,3,0.3,0.0,delta-blend@k3_b03,late,73,134.55799865722656,172.6868438720703,2.375046491622925,3.1163101196289062,2.2715325355529785,0.136986301369863
fold1:c4->c1,fold1,c4,c1,3,0.5,0.0,delta-blend@k3_b05,early,73,94.5686264038086,109.89444732666016,1.0148777961730957,1.1559836864471436,-0.030134540051221848,0.6164383561643836
fold1:c4->c1,fold1,c4,c1,3,0.5,0.0,delta-blend@k3_b05,mid,73,110.37812042236328,134.4010467529297,3.133065938949585,3.1653635501861572,3.133065938949585,0.0
fold1:c4->c1,fold1,c4,c1,3,0.5,0.0,delta-blend@k3_b05,late,73,134.55799865722656,172.6868438720703,3.610947608947754,4.130741596221924,3.610947608947754,0.0
fold1:c4->c1,fold1,c4,c1,3,0.7,0.0,delta-blend@k3_b07,early,73,94.5686264038086,109.89444732666016,0.9159650206565857,1.1435128450393677,0.10163252055644989,0.4520547945205479
fold1:c4->c1,fold1,c4,c1,3,0.7,0.0,delta-blend@k3_b07,mid,73,110.37812042236328,134.4010467529297,4.26846170425415,4.365509510040283,4.26846170425415,0.0
fold1:c4->c1,fold1,c4,c1,3,0.7,0.0,delta-blend@k3_b07,late,73,134.55799865722656,172.6868438720703,4.9503631591796875,5.319840908050537,4.9503631591796875,0.0
fold1:c4->c1,fold1,c4,c1,5,,0.0,delta-knn-only@k5,early,73,94.5686264038086,109.89444732666016,1.1617043018341064,1.3360731601715088,0.34941497445106506,0.3013698630136986
fold1:c4->c1,fold1,c4,c1,5,,0.0,delta-knn-only@k5,mid,73,110.37812042236328,134.4010467529297,5.9538798332214355,6.172995567321777,5.9538798332214355,0.0
fold1:c4->c1,fold1,c4,c1,5,,0.0,delta-knn-only@k5,late,73,134.55799865722656,172.6868438720703,6.915267467498779,7.196351051330566,6.915267467498779,0.0
fold1:c4->c1,fold1,c4,c1,5,0.3,0.0,delta-blend@k5_b03,early,73,94.5686264038086,109.89444732666016,1.1821866035461426,1.2805858850479126,-0.14686229825019836,0.6027397260273972
fold1:c4->c1,fold1,c4,c1,5,0.3,0.0,delta-blend@k5_b03,mid,73,110.37812042236328,134.4010467529297,1.9923683404922485,1.9969227313995361,1.9923683404922485,0.0
fold1:c4->c1,fold1,c4,c1,5,0.3,0.0,delta-blend@k5_b03,late,73,134.55799865722656,172.6868438720703,2.366543769836426,3.1044695377349854,2.2582669258117676,0.136986301369863
fold1:c4->c1,fold1,c4,c1,5,0.5,0.0,delta-blend@k5_b05,early,73,94.5686264038086,109.89444732666016,1.0414767265319824,1.181359052658081,-0.005068635102361441,0.6164383561643836
fold1:c4->c1,fold1,c4,c1,5,0.5,0.0,delta-blend@k5_b05,mid,73,110.37812042236328,134.4010467529297,3.12422776222229,3.1571764945983887,3.12422776222229,0.0
fold1:c4->c1,fold1,c4,c1,5,0.5,0.0,delta-blend@k5_b05,late,73,134.55799865722656,172.6868438720703,3.588837146759033,4.108724594116211,3.588837146759033,0.0
fold1:c4->c1,fold1,c4,c1,5,0.7,0.0,delta-blend@k5_b07,early,73,94.5686264038086,109.89444732666016,0.9467254281044006,1.1747068166732788,0.13672471046447754,0.4383561643835616
fold1:c4->c1,fold1,c4,c1,5,0.7,0.0,delta-blend@k5_b07,mid,73,110.37812042236328,134.4010467529297,4.256089210510254,4.3545637130737305,4.256089210510254,0.0
fold1:c4->c1,fold1,c4,c1,5,0.7,0.0,delta-blend@k5_b07,late,73,134.55799865722656,172.6868438720703,4.919408321380615,5.288158416748047,4.919408321380615,0.0
fold1:c4->c1,fold1,c4,c1,10,,0.0,delta-knn-only@k10,early,73,94.5686264038086,109.89444732666016,1.1245410442352295,1.2964043617248535,0.3700679540634155,0.3013698630136986
fold1:c4->c1,fold1,c4,c1,10,,0.0,delta-knn-only@k10,mid,73,110.37812042236328,134.4010467529297,5.926488399505615,6.145368576049805,5.926488399505615,0.0
fold1:c4->c1,fold1,c4,c1,10,,0.0,delta-knn-only@k10,late,73,134.55799865722656,172.6868438720703,6.7860307693481445,7.065374374389648,6.7860307693481445,0.0
